name1,name2,street1,street2,city,state,zip,zip4,phone,website,latitude,longitude,mh,psy,omh,cmhc,msnh,tt,sma,smi,ptsd,coot,imr,prs,sps,,,,,,,,,,,,,,,,,,,,,,,
TCN Behavioral Health Services Inc,,600 East Dayton Yellow Springs Road,,Fairborn,OH,45324,,937-879-3400,http://tcn.org,39.784096,-84.010299,1,,,,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Pressley Ridge,Clermont County Program,4355 Ferguson Drive,Suite 125,Cincinnati,OH,45245,5149,513-559-1402,http://www.pressleyridge.org,39.095013,-84.283284,1,,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Child Focus Inc,Community Mental Health,551 Cincinnati Batavia Pike,,Cincinnati,OH,45244,,513-752-1555,http://child-focus.org,39.104181,-84.299095,1,,,1,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Counseling Source Inc,,10921 Reed Hartman Highway,Suite 133,Cincinnati,OH,45242,,513-984-9838,http://,39.2646208,-84.3809084,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talbert House,,4968 Glenway Avenue,,Cincinnati,OH,45238,,513-251-0500,http://talberthouse.org,39.1206904,-84.6004597,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Saint Aloysius,,4721 Reading Road,,Cincinnati,OH,45237,,513-242-7600,http://www.staloysiuscincinnati.org,39.171445,-84.469321,1,,,1,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Pressley Ridge,Hamilton County Program,7162 Reading Road,Suite 900,Cincinnati,OH,45237,,513-559-1402,http://www.pressleyridge.org,39.191587,-84.460972,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camelot Community Care Inc,,7162 Reading Road,Suite 300,Cincinnati,OH,45237,,513-961-5900,http://camelotcommunitycare.org,39.191103,-84.461945,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greater Cincinnati Behavioral,Health Services,7162 Reading Road,4th Floor,Cincinnati,OH,45237,,513-354-7200,http://www.gcbhs.com/,39.1913583,-84.4612305,1,,,1,,1,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Catholic Charities,Southwestern Ohio,7162 Reading Road,Suite 600,Cincinnati,OH,45237,,513-241-7745,http://www.ccswoh.org,39.1913583,-84.4612305,1,,,1,,1,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,
Saint Joseph Orphanage,Crisis Stabilization Unit,274 Sutton Road,,Cincinnati,OH,45230,,513-231-5010,http://www.stjosephorphange.org,39.0567601,-84.4144584,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Central Clinic,CFTC and Adult Services,311 Albert Sabin Way,,Cincinnati,OH,45229,2838,513-558-9015,http://www.centralclinic.org/,39.1391607,-84.5024342,1,,1,,,1,,1,,1,,,1,,,,,,,1,,,,,,,,,1,,,,,,,
Cincinnati Childrens Hospital Med Ctr,Main Campus,3333 Burnet Avenue,Unit A-4C11,Cincinnati,OH,45229,,513-636-5565,http://www.cincinnatichildrens.org,39.1409079,-84.5015463,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Talbert House,,4760 Madison Road,,Cincinnati,OH,45227,,513-321-8286,http://www.talberthouse.org,39.161881,-84.414042,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Childrens Home of Cincinnati OH,,5050 Madison Road,,Cincinnati,OH,45227,,513-272-2800,http://www.thechildrenshomecinti.org,39.163308,-84.407649,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talbert House,,5837 Hamilton Avenue,,Cincinnati,OH,45224,,513-541-7577,http://www.talberthouse.org,39.197504,-84.546121,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati Childrens Hospital Med Ctr,College Hill Campus,5642 Hamilton Avenue,,Cincinnati,OH,45224,,513-636-0800,http://www.cincinnatichildrens.org/psychiatry,39.1926352,-84.5439145,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Samaritan Hospital,,375 Dixmyth Avenue,,Cincinnati,OH,45220,,513-872-1400,http://www.trihealth.com,39.140009,-84.520729,1,1,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati VA Med Center,Mental Healthcare Line,3200 Vine Street,,Cincinnati,OH,45220,,513-861-3100,http://www.cincinnati.va.gov/,39.139212,-84.508036,1,,,,,1,,1,1,,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,,
Crossroads Center,,311 East Martin Luther King Drive,,Cincinnati,OH,45219,,513-475-5300,http://www.thecrossroadscenter.com/,39.1346273,-84.5017575,1,,,,1,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Christ Hospital,,2139 Auburn Avenue,,Cincinnati,OH,45219,,513-585-2000,http://thechristhospital.com,39.121339,-84.510765,1,1,,,,1,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Young Child Insitute,,512 Maxwell Avenue,,Cincinnati,OH,45219,,513-751-3133 x3,http://www.centralclinic.org,39.1336573,-84.4989009,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Community Health Board,The Crisis Stabilization Center,3007 Vernon Place,,Cincinnati,OH,45219,,513-559-2922,http://,39.133718,-84.500099,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Central Community Health Board of,Hamilton County Inc,522-532 Maxwell Avenue,,Cincinnati,OH,45219,2408,513-559-2000,http://www.cchbinc.com,39.133526,-84.498475,1,,,1,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
University of Cincinnati Medical Ctr,,234 Goodman Street,,Cincinnati,OH,45219,,513-584-1000,http://universityhospital.uchealth.com/,39.137442,-84.503633,1,,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Central Clinic Behavioral Health,,2825 Burnet Avenue,,Cincinnati,OH,45219,,513-558-5857,http://www.centralclinic.org,39.1318847,-84.5017165,1,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Envision,,3030 West Fork Road,,Cincinnati,OH,45211,,513-389-7500,http://www.envisionohio.org,39.180981,-84.588413,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLAD House Inc,,1994 Madison Road,,Cincinnati,OH,45208,,513-641-5530 x113,http://www.gladhouse.org,39.1320688,-84.4633437,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greater Cincinnati BH Services,,1501 Madison Road,,Cincinnati,OH,45206,1776,513-354-5200,http://www.gcbhs.com/,39.130128,-84.480005,1,,,1,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Talbert House,,2621 Victory Parkway,,Cincinnati,OH,45206,,513-221-4673,http://www.talberthouse.org,39.1280168,-84.4847219,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Connections for Life,,2349 Victory Parkway,,Cincinnati,OH,45206,,513-510-5721,http://www.centralclinic.org,39.1243709,-84.48499,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio MENTOR,,2330 Kemper Lane,,Cincinnati,OH,45206,,513-221-0175,http://www.oh-mentor.com,39.1232489,-84.4876864,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Lighthouse Youth Services,,401 East McMillan Street,,Cincinnati,OH,45206,,513-221-3350,http://www.lys.org,39.12655,-84.500855,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greater Cincinnati Behav Hlth Services,,3740 Glenway Avenue,,Cincinnati,OH,45205,,513-381-6300,http://www.gcbhs.com,39.1140231,-84.5753771,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
DECLARE Therapy Center Inc,,635 West 7th Street,Suite 103,Cincinnati,OH,45203,,513-834-7050,http://www.declaretherapycenter.org,39.1020967,-84.525571,1,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Vet Center for Readjustment Counseling,Cincinnati Vet Center 204,801B West 8th Street,Suite 126,Cincinnati,OH,45203,,513-763-3500,http://www.vetcenter.va.gov,39.102531,-84.527603,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Court Clinic,,909 Sycamore Street,,Cincinnati,OH,45202,,513-352-2111,http://www.centralclinic.org,39.106526,-84.509449,1,,,,1,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Solutions Community Counseling and,Recovery Centers,953 South South Street,,Wilmington,OH,45177,,937-383-4441,http://www.solutionsccrc.org,39.434384,-83.830008,1,,,1,,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Child Focus Inc,Wasserman Youth and Adolescent Center,463 South Broadway,,Owensville,OH,45160,,513-732-8800,http://www.child-focus.org,39.1186848,-84.1359749,1,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Talbert House,Brown County,116 North High Street ,,Mount Orab,OH,45154,,937-444-6127,http://www.talberthouse.org,39.028128,-83.91898,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Greater Cincinnati BH Services,,512 High Street,,Milford,OH,45150,,513-248-0999,http://WWW.gcbhs.com,39.1769935,-84.2924382,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
FRS Counseling/Family Recovery Service,,149 Chillicothe Avenue,,Hillsboro,OH,45133,,937-393-9720,http://frshighland.org,39.2011773,-83.6017047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highland District Hospital,Geriatric Behavioral Health,1275 North High Street,,Hillsboro,OH,45133,,937-840-6581,http://www.hdh.org/,39.22133,-83.610009,1,1,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
VA Brown County,,474 Home Street,Suite C,Georgetown,OH,45121,,937-378-3413,http://,38.8568366,-83.8991086,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Talbert House,Brown County Recovery Services,75 Banting Drive,,Georgetown,OH,45121,,937-378-4811,http://www.talberthouse.org,38.857032,-83.895199,1,,,1,,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Mercy Health/Clermont Hospital,Behavioral Health Institute,3000 Hospital Drive,,Batavia,OH,45103,,513-732-8629,http://e-mercy.com/behavioral-health.aspx,39.0799246,-84.1446679,1,1,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
A Haven for Kids Inc,DBA Positive Leaps,5900 West Chester Road,,West Chester,OH,45069,,513-777-2428,http://www.positiveleaps.org,39.3292688,-84.428604,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Beckett Springs,,8614 Shepherd Farm Drive,,West Chester,OH,45069,,513-942-9500,http://www.BeckettSprings.com,39.343428,-84.456005,1,1,,,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Solutions Community Counseling and,Recovery Centers ,50 Greenwood Lane,,Springboro,OH,45066,,937-746-1154,http://www.solutionsccrc.org,39.565174,-84.264234,1,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Access Counseling Services LLC,,2114 Central Avenue,,Middletown,OH,45044,,513-217-1358,http://www.acscounseling.com,39.512224,-84.386981,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Behavioral Health,,1659 South Breiel Boulevard,,Middletown,OH,45044,6705,513-424-0921,http://www.cbh-services.org,39.496378,-84.355179,1,,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Transitional Living Inc,Middletown Office,1131 Manchester Avenue,2nd Floor,Middletown,OH,45042,,513-422-4004,http://www.tliving.org,39.51758,-84.401795,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Butler Behavioral Health Services,Middletown Counseling Center,1131 Manchester Avenue,,Middletown,OH,45042,,513-422-7016,http://www.bbhs.org/,39.51758,-84.401795,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solutions Community Counseling and,Recovery Centers,201 Reading Road,,Mason,OH,45040,,513-398-2551,http://www.solutionsccrc.org,39.359595,-84.313595,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindner Center of HOPE,,4075 Old Western Row Road,,Mason,OH,45040,,513-536-4673,http://www.lindnercenterofhope.org,39.3312446,-84.2951171,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Solutions Community Counseling and,Recovery Centers,975 Kingsview Drive,Suite 2-A ,Lebanon,OH,45036,,513-228-7800,http://www.solutionsccrc.org,39.390574,-84.229193,1,,,1,,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
CDC Mental Health Services,,2100 Pleasant Avenue,,Hamilton,OH,45015,,513-868-1562,http://www.centralclinic.org,39.37553,-84.55672,1,,,1,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Saint Josephs Orphanage,Care Case Management,6975 Dixie Highway,,Fairfield,OH,45014,,513-887-2100,http://www.stjosephorphanage.org,39.315076,-84.49042,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Hamilton Hospital,Behavioral Health Services,630 Eaton Avenue,,Hamilton,OH,45013,,513-867-2000 x72433,http://ketteringhealth.org/forthamilton,39.415506,-84.57263,1,1,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati VA Med Ctr,Hamilton Community Outpatient Facility,1750 South Erie Highway,,Hamilton,OH,45011,,513-870-9444,http://www.cincinnati.va.gov,,,1,,,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Community Behavioral Health,,820 South Martin Luthur King Boulevard,,Hamilton,OH,45011,,513-868-5129,http://www.cbh-services.org/,39.3910401,-84.5586886,1,,,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pressley Ridge,Butler County Program,734 Dayton Street,,Hamilton,OH,45011,3460,513-737-0400,http://www.pressleyridge.org,39.400012,-84.552274,1,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Catholic Charities Southwestern Ohio,Hamilton Service Center,1910 Fairgrove Avenue,Suite B,Hamilton,OH,45011,,513-863-6129,http://www.ccswoh.org,39.403456,-84.536409,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Transitional Living Inc,,2052 Princeton Road,,Hamilton,OH,45011,4746,513-863-6383,http://www.tliving.org,39.3932316,-84.5334103,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
YWCA of Hamilton,,244 Dayton Street,,Hamilton,OH,45011,,513-856-9800,http://www.ywcahamilton.com,39.401829,-84.559715,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atrium Medical Center,Behavioral Health,1 Medical Center Drive,,Franklin,OH,45005,,513-974-5252,http://www.atriummedcenter.org/atrdefault.aspx?id=10102,39.49844,-84.313775,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Access Counseling Services LLC,,4464 South Dixie Highway,,Franklin,OH,45005,,513-649-8008,http://www.acscounseling.com,39.509894,-84.333848,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Access Counseling Services LLC,,4448 South Dixie Highway,,Franklin,OH,45005,,513-649-8008,http://www.acscounseling.com/,39.509394,-84.333928,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Center for Individual and Family Servs,,741 Scholl Road,,Mansfield,OH,44907,,419-756-1717,http://www.catalystlifeservices.org/,40.738289,-82.525976,1,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Stokes VA Medical Center,Mansfield CBOC,1025 South Trimble Road,,Mansfield,OH,44906,,419-529-4602,http://www.cleveland.va.gov,40.731339,-82.551519,1,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Family Life Counseling and,Psychiatric Services,151 Marion Avenue,,Mansfield,OH,44903,,419-774-9969,http://www.flcps.com/,40.756961,-82.528188,1,,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Firelands Csl and Recovery Servs,,76 Ashwood Drive,,Tiffin,OH,44883,1908,419-448-9440,http://Firelands.com,41.114755,-83.201447,1,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Firelands Regional Medical Center,,1111 Hayes Avenue,,Sandusky,OH,44870,,419-557-7776,http://Firelands.com,41.446394,-82.708703,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Stokes VA Medical Center,Sandusky CBOC,3416 Columbus Avenue,,Sandusky,OH,44870,,419-625-7350,http://www.cleveland.va.gov,41.4192694,-82.683096,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Firelands Regional Health System,,1925 Hayes Avenue,,Sandusky,OH,44870,,419-557-5177,http://Firelands.com,41.437507,-82.712848,1,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Appleseed Community MH Ctr Inc,,2233 Rocky Lane,,Ashland,OH,44805,4701,419-281-3716,http://www.appleseedmentalhealth.com,40.892226,-82.320078,1,,1,,,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Village Network,Akron/Canton Area Network,5399 Lauby Road North,Suite 130,North Canton,OH,44720,,330-497-7726,http://thevillagenetwork.org,40.9155101,-81.4284091,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child and Adol Behavioral Health,Shipley,4641 Fulton Drive NW,,Canton,OH,44718,,330-433-6075,http://www.childandadolescent.org,40.843542,-81.4358329,1,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Ohio Behavioral Health Ltd,,4510 Dresser Road NW,,Canton,OH,44718,,330-494-5155,http://www.neobh.com,40.8467,-81.434463,1,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Summit Psychological Associates Inc,,4450 Belden Street NW,Suite 701,Canton,OH,44718,,330-493-2554,http://www.summit-psychological.com,40.85543951,-81.43161356,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio MENTOR/Canton,,5860 Fulton Drive NW,,Canton,OH,44718,1752,330-491-4331,http://www.oh-mentor.com,40.8562237,-81.458937,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Domestic Violence Project Inc,Renew Counseling and Recovery Center,720 19th Street NE,,Canton,OH,44714,,330-491-1351 x235,http://www.dvpi.org,40.818164,-81.365147,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Aultman Hospital,Behavioral Health Services,2600 6th Street SW,,Canton,OH,44710,,330-363-5239,http://www.aultman.org/,40.795967,-81.403554,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crisis Intervention and Recovery Ctr,Crisis Center,2421 13th Street NW,,Canton,OH,44708,,330-452-9812,http://,40.8119199,-81.4005941,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Child and Adol Behavioral Health,,919 2nd Street NE,,Canton,OH,44704,,330-454-7917,http://www.childandadolescent.org/,40.797709,-81.366675,1,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
OhioGuidestone,,401 West Tuscarawas Street,Suite 501,Canton,OH,44702,,440-260-6466,http://www.ohioguidestone.org,40.799388,-81.377418,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommQuest Services Inc,,625 Cleveland Avenue NW,,Canton,OH,44702,1805,330-455-0374,http://www.since1919.org,40.8033297,-81.3753287,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Rising Behavioral,Healthcare and Recovery Inc,624 Market Avenue North,,Canton,OH,44702,,330-493-4553,http://www.phoenixrisingbhr.org,40.8025825,-81.3728667,1,,1,,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Louis Stokes VA Medical Center,Canton CBOC,733 Market Avenue South,,Canton,OH,44702,,330-489-4600,http://www.cleveland.va.gov,40.7932817,-81.3772064,1,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Northeast Ohio Behavioral Health Ltd,Childrens Network,213 Market Avenue North ,Suite 200,Canton,OH,44702,,330-494-5155,http://www.neobh.com,40.7995029,-81.3747225,1,,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Coleman Professional Services,Coleman Behavioral Health/Stark County,400 Tuscarawas Street West,Suite 200,Canton,OH,44702,,330-438-2400,http://www.colemanservices.org,40.7986627,-81.3778982,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Counseling Center of Wayne and,Holmes Counties,2285 Benden Drive,,Wooster,OH,44691,2568,330-264-9029,http://www.ccwhc.org,40.8223514,-81.905947,1,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Village Network,Wooster Area Network Boys Vlg Campus,2803 Akron Road,,Wooster,OH,44691,,330-264-3232,http://www.thevillagenetwork.org,40.833077,-81.905351,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneEighty,,104 Spink Street,,Wooster,OH,44691,,330-263-6021,http://www.one-eighty.org,40.7995702,-81.9324577,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Childrens Home of Ohio,,2685 Armstrong Road,P.O. Box 765,Wooster,OH,44691,,330-345-7949,http://www.ccho.org,40.904652,-81.990983,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland Clinic Akron General,Health and Wellness/Green,1940 Town Park Boulevard,Suite 220,Uniontown,OH,44685,,330-896-5058,http://akrongeneral.org/psychiatry,40.9494722,-81.4640483,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Village Network,Uhrichsville Network/Day Treatment,117 East 3rd Street,,Uhrichsville,OH,44683,,740-922-2144,http://www.thevillagenetwork.org,40.391414,-81.345831,1,,,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Counseling Center of,Wayne and Holmes Counties,859 South Main Street,,Orrville,OH,44667,,330-683-5106,http://www.ccwhc.org,40.831362,-81.765064,1,,,1,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Southeast Inc,New Philadelphia Office,344 West High Avenue,,New Philadelphia,OH,44663,,330-339-7850,http://www.southeastinc.com,40.4906113,-81.4517515,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Stokes VA Medical Center,New Philadelphia CBOC,1260 Monroe Street NW,Suite 1-A,New Philadelphia,OH,44663,,330-602-5339,http://www.cleveland.va.gov,40.506459,-81.4577061,1,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Personal and Family Couseling Servs,OhioGuidestone,1433 5th Street NW,,New Philadelphia,OH,44663,,330-343-8171,http://www.personal-family-counseling.com,40.509146,-81.454461,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Anazao Community Partners,,212 North Washinton Street,Suite 303,Millersburg,OH,44654,,330-674-4608,http://www.anazao.co,40.55661276,-81.91869095,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
Counseling Center of,Wayne and Holmes Counties,212 North Washington Street,,Millersburg,OH,44654,,330-674-6697,http://www.ccwhc.org,40.5566116,-81.9186874,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affinity Medical Center,,875 8th Street NE,,Massillon,OH,44646,,330-372-7290,http://www.affinitymedicalcenter.com/,40.806692,-81.516314,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Community Hospital,,200 East State Street,,Alliance,OH,44601,,330-596-6000,http://www.achosp.org,40.902209,-81.102694,1,1,,,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
CommQuest Services Inc,,1207 West State Street,Suite M,Alliance,OH,44601,,330-821-8407,http://www.since1919.org,40.9023879,-81.1233469,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child and Adol Behavioral Health,,1207 West State Street,Suite G,Alliance,OH,44601,,330-823-5335,http://www.childandadolescent.org,40.902269,-81.123419,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comprehensive Behav Hlth Assoc Inc,,104 Javit Court,,Youngstown,OH,44515,,330-797-4050,http://www.cbhai.org/,41.097605,-80.760254,1,,1,,,1,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
PsyCare,,997 Boardman Canfield Road,,Youngstown,OH,44512,,330-758-0101,http://www.psycare.com,41.024092,-80.690576,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Travco Behavioral Health Center Inc,,8261 Market Street,Suite A,Youngstown,OH,44512,6254,330-286-0050,http://www.travcobhs.com,40.9986252,-80.6620563,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Comprehensive Psychiatry Group Inc,,955 Windham Court,,Youngstown,OH,44512,,330-726-9570,http://www.cpgboardman.com,41.028107,-80.636455,1,,1,,,1,,,1,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,
Meridian Healthcare,Co Occurring Treatment Program,527 North Meridian Road,,Youngstown,OH,44509,,330-797-0070,http://www.meridianhealthcare.net,41.1122328,-80.7103348,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Camp Challenge,,939 Wilkinson Avenue,,Youngstown,OH,44509,,330-793-2487 x214,http://www.alta.com,41.089659,-80.683263,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belmont Pines Hospital,,615 Churchill Hubbard Road,,Youngstown,OH,44505,,330-759-2700,http://www.belmontpines.com/,41.160899,-80.65546,1,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PsyCare ,,2980 Belmont Avenue,,Youngstown,OH,44505,,330-759-2310,http://www.psycare.com,41.136676,-80.665942,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Valley Counseling Services ,Southeastern Office,4970 Belmont Avenue,,Youngstown,OH,44505,1018,330-759-8237 x114,http://,41.170016,-80.664756,1,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Louis Stokes VA Medical Center,Youngstown CBOC,2031 Belmont Avenue,,Youngstown,OH,44505,,330-740-9200,http://www.cleveland.va.gov,41.1271839,-80.663738,1,,,,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
NBH/CSN,Mahoning ACT Team,1344 5th Avenue,,Youngstown,OH,44504,,330-742-2595,http://,41.117715,-80.652024,1,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Compass Family and Community Services,Doris Burdman Home,278 Broadway Avenue,,Youngstown,OH,44504,,330-743-9275,http://www.compassfamily.org,41.117032,-80.650437,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turning Point Counseling Services Inc,,611 Belmont Avenue,,Youngstown,OH,44502,1037,330-744-2991,http://WWW.TURNINGPOINTCS.COM,41.110285,-80.654234,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
